,Time,Imports,Country,Tourist,Year
73,2013-11-08,1232962,BEL,2566,2013
74,2013-10-08,1578459,BEL,7375,2013
75,2013-09-08,1875793,BEL,18160,2013
76,2013-08-08,2195773,BEL,25931,2013
77,2013-07-08,3264496,BEL,31111,2013
78,2013-06-08,2005541,BEL,19343,2013
79,2013-05-08,1788100,BEL,15557,2013
80,2013-04-08,4659688,BEL,11636,2013
81,2013-03-08,1914726,BEL,2721,2013
82,2013-02-08,765669,BEL,2074,2013
83,2013-01-08,1296497,BEL,2123,2013
84,2012-12-08,999080,BEL,1511,2012
85,2012-11-08,597704,BEL,2685,2012
86,2012-10-08,930487,BEL,5821,2012
87,2012-09-08,1613706,BEL,21051,2012
88,2012-08-08,1441105,BEL,23315,2012
89,2012-07-08,1126016,BEL,36368,2012
90,2012-06-08,1272094,BEL,17562,2012
91,2012-05-08,1112114,BEL,16311,2012
92,2012-04-08,2149347,BEL,6406,2012
93,2012-03-08,2512411,BEL,1580,2012
94,2012-02-08,961915,BEL,1773,2012
95,2012-01-08,826636,BEL,1646,2012
96,2011-12-08,1063411,BEL,675,2011
97,2011-11-08,1260486,BEL,1048,2011
98,2011-10-08,1311165,BEL,5790,2011
99,2011-09-08,1451462,BEL,18839,2011
100,2011-08-08,1780805,BEL,26567,2011
101,2011-07-08,2017923,BEL,33890,2011
102,2011-06-08,1528382,BEL,15211,2011
103,2011-05-08,2294280,BEL,13924,2011
104,2011-04-08,1234283,BEL,6568,2011
105,2011-03-08,1779194,BEL,1397,2011
106,2011-02-08,1566726,BEL,1188,2011
107,2011-01-08,2073211,BEL,1156,2011
108,2010-12-08,2775108,BEL,724,2010
109,2010-11-08,1049811,BEL,1569,2010
110,2010-10-08,1349326,BEL,6352,2010
111,2010-09-08,1256274,BEL,16362,2010
112,2010-08-08,1750835,BEL,22596,2010
113,2010-07-08,1953249,BEL,26982,2010
114,2010-06-08,1592417,BEL,17190,2010
115,2010-05-08,1119076,BEL,13786,2010
116,2010-04-08,1216324,BEL,3707,2010
117,2010-03-08,1778463,BEL,4530,2010
118,2010-02-08,1832235,BEL,1144,2010
119,2010-01-08,2988377,BEL,862,2010
120,2009-12-08,1635877,BEL,868,2009
121,2009-11-08,1006165,BEL,1318,2009
122,2009-10-08,1637109,BEL,5073,2009
123,2009-09-08,1391843,BEL,36776,2009
124,2009-08-08,1115528,BEL,25290,2009
125,2009-07-08,1207112,BEL,26078,2009
126,2009-06-08,1516838,BEL,12454,2009
127,2009-05-08,1418370,BEL,9284,2009
128,2009-04-08,1262340,BEL,8502,2009
129,2009-03-08,1206475,BEL,760,2009
130,2009-02-08,1075811,BEL,906,2009
131,2009-01-08,856088,BEL,266,2009
132,2008-12-08,925654,BEL,672,2008
133,2008-11-08,902420,BEL,992,2008
134,2008-10-08,1142491,BEL,4393,2008
135,2008-09-08,5562629,BEL,12255,2008
136,2008-08-08,5567236,BEL,20113,2008
137,2008-07-08,1765114,BEL,25834,2008
138,2008-06-08,1840263,BEL,12641,2008
139,2008-05-08,1470375,BEL,14992,2008
140,2008-04-08,10764102,BEL,6567,2008
141,2008-03-08,1296487,BEL,2439,2008
142,2008-02-08,1177068,BEL,779,2008
143,2008-01-08,678282,BEL,767,2008
144,2007-12-08,1095294,BEL,794,2007
145,2007-11-08,924798,BEL,848,2007
146,2007-10-08,1119384,BEL,4458,2007
147,2007-09-08,1818775,BEL,16034,2007
148,2007-08-08,1653572,BEL,22848,2007
149,2007-07-08,2658926,BEL,30227,2007
150,2007-06-08,2447226,BEL,11800,2007
151,2007-05-08,2356097,BEL,13698,2007
152,2007-04-08,1739380,BEL,5733,2007
153,2007-03-08,1313874,BEL,1794,2007
154,2007-02-08,966440,BEL,609,2007
155,2007-01-08,1021201,BEL,838,2007
156,2006-12-08,839475,BEL,985,2006
157,2006-11-08,1115993,BEL,906,2006
158,2006-10-08,11820829,BEL,5018,2006
159,2006-09-08,1900852,BEL,17005,2006
160,2006-08-08,1819452,BEL,23019,2006
161,2006-07-08,1519292,BEL,28602,2006
162,2006-06-08,2634621,BEL,16716,2006
163,2006-05-08,1826283,BEL,13234,2006
164,2006-04-08,1403251,BEL,7422,2006
165,2006-03-08,1279343,BEL,1835,2006
166,2006-02-08,1470047,BEL,1267,2006
167,2006-01-08,1082705,BEL,1186,2006
168,2005-12-08,1570248,BEL,1390,2005
169,2005-11-08,867546,BEL,1379,2005
170,2005-10-08,1319690,BEL,6141,2005
171,2005-09-08,1556813,BEL,20619,2005
172,2005-08-08,1592354,BEL,30599,2005
173,2005-07-08,2526202,BEL,34545,2005
174,2005-06-08,1686852,BEL,17387,2005
175,2005-05-08,2086968,BEL,15555,2005
176,2005-04-08,1691667,BEL,8110,2005
177,2005-03-08,1421866,BEL,3605,2005
178,2005-02-08,861013,BEL,1722,2005
179,2005-01-08,566419,BEL,1698,2005
0,2019-12-08,6307971,ITA,3419,2019
1,2019-11-08,30421685,ITA,5582,2019
2,2019-10-08,22675073,ITA,29927,2019
3,2019-09-08,33371339,ITA,102521,2019
4,2019-08-08,5979655,ITA,192856,2019
5,2019-07-08,91936450,ITA,189340,2019
6,2019-06-08,32840663,ITA,101837,2019
7,2019-05-08,38830796,ITA,54115,2019
8,2019-04-08,31549856,ITA,38073,2019
9,2019-03-08,35339302,ITA,5375,2019
10,2019-02-08,7346900,ITA,2499,2019
11,2019-01-08,67163094,ITA,3128,2019
12,2018-12-08,5171271,ITA,4125,2018
13,2018-11-08,9121739,ITA,7944,2018
14,2018-10-08,47463124,ITA,32776,2018
15,2018-09-08,33372320,ITA,115103,2018
16,2018-08-08,18554251,ITA,192062,2018
17,2018-07-08,26772700,ITA,183742,2018
18,2018-06-08,28736058,ITA,115488,2018
19,2018-05-08,33595864,ITA,54170,2018
20,2018-04-08,25515898,ITA,33014,2018
21,2018-03-08,26251115,ITA,4059,2018
22,2018-02-08,38790509,ITA,4103,2018
23,2018-01-08,34864836,ITA,4602,2018
24,2017-12-08,4937426,ITA,5218,2017
25,2017-11-08,35529563,ITA,4106,2017
26,2017-10-08,22131847,ITA,34173,2017
27,2017-09-08,25179928,ITA,88899,2017
28,2017-08-08,34805445,ITA,222689,2017
29,2017-07-08,22981762,ITA,171078,2017
30,2017-06-08,25886297,ITA,125788,2017
31,2017-05-08,27647602,ITA,58330,2017
32,2017-04-08,33045675,ITA,27491,2017
33,2017-03-08,22704700,ITA,5116,2017
34,2017-02-08,29622414,ITA,1241,2017
35,2017-01-08,48171414,ITA,2645,2017
36,2016-12-08,21468186,ITA,3256,2016
37,2016-11-08,6492165,ITA,1252,2016
38,2016-10-08,20585229,ITA,30082,2016
39,2016-09-08,22475141,ITA,89572,2016
40,2016-08-08,9371355,ITA,224214,2016
41,2016-07-08,29524850,ITA,143375,2016
42,2016-06-08,25121168,ITA,95801,2016
43,2016-05-08,26734647,ITA,62827,2016
44,2016-04-08,19106570,ITA,26907,2016
45,2016-03-08,17229325,ITA,1659,2016
46,2016-02-08,15468640,ITA,4652,2016
47,2016-01-08,7401505,ITA,1056,2016
48,2015-12-08,11234417,ITA,3125,2015
49,2015-11-08,7479971,ITA,2204,2015
50,2015-10-08,6001620,ITA,25448,2015
51,2015-09-08,20449713,ITA,85904,2015
52,2015-08-08,30290879,ITA,247974,2015
53,2015-07-08,28208313,ITA,160626,2015
54,2015-06-08,25371027,ITA,96065,2015
55,2015-05-08,32608556,ITA,46748,2015
56,2015-04-08,27029230,ITA,22917,2015
57,2015-03-08,32724279,ITA,4355,2015
58,2015-02-08,4867757,ITA,2112,2015
59,2015-01-08,8814528,ITA,3345,2015
60,2014-12-08,20625899,ITA,1009,2014
61,2014-11-08,4403589,ITA,3129,2014
62,2014-10-08,24024392,ITA,19373,2014
63,2014-09-08,5269071,ITA,77773,2014
64,2014-08-08,30180767,ITA,210158,2014
65,2014-07-08,31903236,ITA,152453,2014
66,2014-06-08,5505514,ITA,102586,2014
67,2014-05-08,28400117,ITA,32746,2014
68,2014-04-08,31193417,ITA,18287,2014
69,2014-03-08,25238978,ITA,941,2014
70,2014-02-08,4123071,ITA,2861,2014
71,2014-01-08,4242607,ITA,1541,2014
72,2013-12-08,28181899,ITA,1176,2013
73,2013-11-08,4060366,ITA,2083,2013
74,2013-10-08,29801093,ITA,14466,2013
75,2013-09-08,4966430,ITA,82258,2013
76,2013-08-08,30566363,ITA,188227,2013
77,2013-07-08,7726772,ITA,121370,2013
78,2013-06-08,48766495,ITA,89668,2013
79,2013-05-08,8985558,ITA,35577,2013
80,2013-04-08,29741355,ITA,20921,2013
81,2013-03-08,4561662,ITA,5320,2013
82,2013-02-08,26557164,ITA,2414,2013
83,2013-01-08,22476385,ITA,1422,2013
84,2012-12-08,26684261,ITA,2374,2012
85,2012-11-08,3781346,ITA,3313,2012
86,2012-10-08,28860019,ITA,16170,2012
87,2012-09-08,27540617,ITA,76828,2012
88,2012-08-08,29637439,ITA,193504,2012
89,2012-07-08,32613815,ITA,152769,2012
90,2012-06-08,24429321,ITA,85399,2012
91,2012-05-08,34358821,ITA,29835,2012
92,2012-04-08,34498281,ITA,17126,2012
93,2012-03-08,28640874,ITA,4374,2012
94,2012-02-08,4558231,ITA,2472,2012
95,2012-01-08,51878136,ITA,1930,2012
96,2011-12-08,2768330,ITA,1716,2011
97,2011-11-08,27785488,ITA,3031,2011
98,2011-10-08,28510584,ITA,18789,2011
99,2011-09-08,29223443,ITA,81905,2011
100,2011-08-08,42048856,ITA,198148,2011
101,2011-07-08,7690448,ITA,159845,2011
102,2011-06-08,10227288,ITA,109314,2011
103,2011-05-08,6313280,ITA,54499,2011
104,2011-04-08,30310262,ITA,25029,2011
105,2011-03-08,30442018,ITA,6094,2011
106,2011-02-08,4594061,ITA,4157,2011
107,2011-01-08,4049201,ITA,3498,2011
108,2010-12-08,4807755,ITA,2891,2010
109,2010-11-08,12671898,ITA,5108,2010
110,2010-10-08,4679356,ITA,23611,2010
111,2010-09-08,5163774,ITA,76344,2010
112,2010-08-08,3853129,ITA,187310,2010
113,2010-07-08,5398965,ITA,127570,2010
114,2010-06-08,6062619,ITA,86142,2010
115,2010-05-08,12705877,ITA,41499,2010
116,2010-04-08,14513932,ITA,26240,2010
117,2010-03-08,20600443,ITA,5636,2010
118,2010-02-08,4244678,ITA,2939,2010
119,2010-01-08,3273754,ITA,3859,2010
120,2009-12-08,3857898,ITA,3346,2009
121,2009-11-08,3509046,ITA,3201,2009
122,2009-10-08,4012520,ITA,13601,2009
123,2009-09-08,5644624,ITA,47560,2009
124,2009-08-08,2662767,ITA,134739,2009
125,2009-07-08,6161761,ITA,117323,2009
126,2009-06-08,13211046,ITA,78077,2009
127,2009-05-08,14145041,ITA,34342,2009
128,2009-04-08,25046901,ITA,8166,2009
129,2009-03-08,5378061,ITA,4380,2009
130,2009-02-08,6079118,ITA,3531,2009
131,2009-01-08,5987674,ITA,2855,2009
132,2008-12-08,5231699,ITA,3146,2008
133,2008-11-08,6003480,ITA,3289,2008
134,2008-10-08,7014737,ITA,8722,2008
135,2008-09-08,5321786,ITA,42748,2008
136,2008-08-08,6105580,ITA,169837,2008
137,2008-07-08,28138609,ITA,98224,2008
138,2008-06-08,10982765,ITA,87440,2008
139,2008-05-08,10968414,ITA,22257,2008
140,2008-04-08,11303400,ITA,3795,2008
141,2008-03-08,15971017,ITA,2772,2008
142,2008-02-08,9063203,ITA,2239,2008
143,2008-01-08,24592270,ITA,3998,2008
144,2007-12-08,7585060,ITA,2082,2007
145,2007-11-08,26805716,ITA,4616,2007
146,2007-10-08,7766571,ITA,9227,2007
147,2007-09-08,9055427,ITA,60449,2007
148,2007-08-08,16769714,ITA,164405,2007
149,2007-07-08,23779380,ITA,114061,2007
150,2007-06-08,38065924,ITA,86300,2007
151,2007-05-08,50148422,ITA,23965,2007
152,2007-04-08,7911515,ITA,9357,2007
153,2007-03-08,28950952,ITA,3718,2007
154,2007-02-08,7424370,ITA,3287,2007
155,2007-01-08,12113189,ITA,4144,2007
156,2006-12-08,10502177,ITA,3089,2006
157,2006-11-08,20415654,ITA,4010,2006
158,2006-10-08,6115306,ITA,5707,2006
159,2006-09-08,5721251,ITA,58724,2006
160,2006-08-08,4273817,ITA,181626,2006
161,2006-07-08,5880510,ITA,120873,2006
162,2006-06-08,6935517,ITA,73369,2006
163,2006-05-08,7159728,ITA,24344,2006
164,2006-04-08,6435298,ITA,7555,2006
165,2006-03-08,12453000,ITA,3834,2006
166,2006-02-08,21006592,ITA,1689,2006
167,2006-01-08,4676398,ITA,2899,2006
168,2005-12-08,5343865,ITA,2484,2005
169,2005-11-08,5722583,ITA,3060,2005
170,2005-10-08,14629240,ITA,15906,2005
171,2005-09-08,16010768,ITA,54588,2005
172,2005-08-08,4615916,ITA,157074,2005
173,2005-07-08,12490407,ITA,116011,2005
174,2005-06-08,6259119,ITA,77461,2005
175,2005-05-08,10977817,ITA,35180,2005
176,2005-04-08,8782790,ITA,7547,2005
177,2005-03-08,10333163,ITA,3869,2005
178,2005-02-08,7021218,ITA,2107,2005
179,2005-01-08,7119165,ITA,2834,2005
0,2019-12-08,7797041,FRA,8395,2019
1,2019-11-08,9269854,FRA,8608,2019
2,2019-10-08,8773710,FRA,64842,2019
3,2019-09-08,7778411,FRA,94693,2019
4,2019-08-08,8001063,FRA,161094,2019
5,2019-07-08,10603346,FRA,147685,2019
6,2019-06-08,11881512,FRA,98396,2019
7,2019-05-08,24421848,FRA,106019,2019
8,2019-04-08,11714499,FRA,54735,2019
9,2019-03-08,11858738,FRA,9619,2019
10,2019-02-08,8128543,FRA,4685,2019
11,2019-01-08,17791881,FRA,4863,2019
12,2018-12-08,6227271,FRA,5192,2018
13,2018-11-08,13191250,FRA,6306,2018
14,2018-10-08,9107563,FRA,59975,2018
15,2018-09-08,9932614,FRA,87686,2018
16,2018-08-08,11360703,FRA,146296,2018
17,2018-07-08,14316327,FRA,121047,2018
18,2018-06-08,9637556,FRA,107351,2018
19,2018-05-08,15141305,FRA,99146,2018
20,2018-04-08,8521339,FRA,55373,2018
21,2018-03-08,9126709,FRA,12187,2018
22,2018-02-08,10647759,FRA,11003,2018
23,2018-01-08,8331624,FRA,4389,2018
24,2017-12-08,13378497,FRA,3854,2017
25,2017-11-08,3997503,FRA,3699,2017
26,2017-10-08,10659186,FRA,40196,2017
27,2017-09-08,10481764,FRA,75781,2017
28,2017-08-08,12738277,FRA,143078,2017
29,2017-07-08,14546914,FRA,117131,2017
30,2017-06-08,12418015,FRA,73609,2017
31,2017-05-08,13892898,FRA,75955,2017
32,2017-04-08,7895269,FRA,37268,2017
33,2017-03-08,12089374,FRA,7824,2017
34,2017-02-08,7315957,FRA,3662,2017
35,2017-01-08,10253947,FRA,2143,2017
36,2016-12-08,8213304,FRA,4461,2016
37,2016-11-08,14708098,FRA,3081,2016
38,2016-10-08,7961220,FRA,56917,2016
39,2016-09-08,10430499,FRA,72786,2016
40,2016-08-08,11057443,FRA,133673,2016
41,2016-07-08,7998158,FRA,134549,2016
42,2016-06-08,16987234,FRA,77966,2016
43,2016-05-08,7373579,FRA,86255,2016
44,2016-04-08,21059558,FRA,48115,2016
45,2016-03-08,10452689,FRA,6606,2016
46,2016-02-08,11724278,FRA,5207,2016
47,2016-01-08,8955208,FRA,4526,2016
48,2015-12-08,9140592,FRA,4915,2015
49,2015-11-08,3880972,FRA,2691,2015
50,2015-10-08,6833794,FRA,43084,2015
51,2015-09-08,4443766,FRA,61166,2015
52,2015-08-08,6267202,FRA,148059,2015
53,2015-07-08,10295431,FRA,95514,2015
54,2015-06-08,15508853,FRA,57605,2015
55,2015-05-08,25628985,FRA,65443,2015
56,2015-04-08,13924615,FRA,31986,2015
57,2015-03-08,9877126,FRA,3691,2015
58,2015-02-08,12137948,FRA,4531,2015
59,2015-01-08,15320321,FRA,3630,2015
60,2014-12-08,10231618,FRA,3585,2014
61,2014-11-08,8102891,FRA,3741,2014
62,2014-10-08,16455192,FRA,30501,2014
63,2014-09-08,19007732,FRA,64287,2014
64,2014-08-08,19932026,FRA,131927,2014
65,2014-07-08,15214710,FRA,76218,2014
66,2014-06-08,16026292,FRA,51815,2014
67,2014-05-08,6893961,FRA,68071,2014
68,2014-04-08,4647586,FRA,33041,2014
69,2014-03-08,5210221,FRA,5374,2014
70,2014-02-08,2448814,FRA,6034,2014
71,2014-01-08,3403720,FRA,3026,2014
72,2013-12-08,3109724,FRA,2163,2013
73,2013-11-08,2028072,FRA,6108,2013
74,2013-10-08,4239240,FRA,20041,2013
75,2013-09-08,3967688,FRA,56254,2013
76,2013-08-08,2970264,FRA,130592,2013
77,2013-07-08,4789947,FRA,86151,2013
78,2013-06-08,3521068,FRA,59240,2013
79,2013-05-08,3172807,FRA,54998,2013
80,2013-04-08,3330840,FRA,33419,2013
81,2013-03-08,4318235,FRA,4545,2013
82,2013-02-08,4851030,FRA,2823,2013
83,2013-01-08,3066095,FRA,2060,2013
84,2012-12-08,2879778,FRA,3730,2012
85,2012-11-08,2449254,FRA,9532,2012
86,2012-10-08,2867996,FRA,26309,2012
87,2012-09-08,3965719,FRA,65075,2012
88,2012-08-08,3578195,FRA,127126,2012
89,2012-07-08,4283786,FRA,80687,2012
90,2012-06-08,4720197,FRA,62276,2012
91,2012-05-08,3608524,FRA,51764,2012
92,2012-04-08,103591025,FRA,32071,2012
93,2012-03-08,4988606,FRA,9418,2012
94,2012-02-08,3797882,FRA,2968,2012
95,2012-01-08,2950147,FRA,2445,2012
96,2011-12-08,3060140,FRA,1720,2011
97,2011-11-08,5959417,FRA,4662,2011
98,2011-10-08,3173543,FRA,24342,2011
99,2011-09-08,3401675,FRA,48832,2011
100,2011-08-08,3419407,FRA,95323,2011
101,2011-07-08,3356955,FRA,84301,2011
102,2011-06-08,52648368,FRA,62161,2011
103,2011-05-08,51431471,FRA,58543,2011
104,2011-04-08,2903084,FRA,32252,2011
105,2011-03-08,4716709,FRA,7728,2011
106,2011-02-08,2662732,FRA,2309,2011
107,2011-01-08,2594314,FRA,2080,2011
108,2010-12-08,3289454,FRA,3646,2010
109,2010-11-08,2920620,FRA,3130,2010
110,2010-10-08,2056704,FRA,28334,2010
111,2010-09-08,3331899,FRA,42388,2010
112,2010-08-08,3995948,FRA,67245,2010
113,2010-07-08,4728773,FRA,73918,2010
114,2010-06-08,4570070,FRA,40943,2010
115,2010-05-08,3967686,FRA,31770,2010
116,2010-04-08,4460344,FRA,24918,2010
117,2010-03-08,4869193,FRA,3785,2010
118,2010-02-08,2813934,FRA,3927,2010
119,2010-01-08,2767666,FRA,3768,2010
120,2009-12-08,2324876,FRA,2200,2009
121,2009-11-08,3329461,FRA,2830,2009
122,2009-10-08,2738013,FRA,16319,2009
123,2009-09-08,3008077,FRA,36915,2009
124,2009-08-08,3427131,FRA,85278,2009
125,2009-07-08,4644184,FRA,80105,2009
126,2009-06-08,9353500,FRA,48966,2009
127,2009-05-08,7338006,FRA,36893,2009
128,2009-04-08,42522227,FRA,31995,2009
129,2009-03-08,5119289,FRA,4728,2009
130,2009-02-08,3753090,FRA,6302,2009
131,2009-01-08,3541418,FRA,3487,2009
132,2008-12-08,3882543,FRA,3246,2008
133,2008-11-08,3015559,FRA,3577,2008
134,2008-10-08,7039957,FRA,24194,2008
135,2008-09-08,4131081,FRA,37788,2008
136,2008-08-08,4279152,FRA,81011,2008
137,2008-07-08,6828772,FRA,78144,2008
138,2008-06-08,5051823,FRA,49849,2008
139,2008-05-08,6091266,FRA,44966,2008
140,2008-04-08,7884207,FRA,30662,2008
141,2008-03-08,4365905,FRA,5113,2008
142,2008-02-08,5258730,FRA,4084,2008
143,2008-01-08,6256117,FRA,3714,2008
144,2007-12-08,11012048,FRA,3276,2007
145,2007-11-08,11863060,FRA,3480,2007
146,2007-10-08,6413040,FRA,27632,2007
147,2007-09-08,5882471,FRA,33907,2007
148,2007-08-08,6406396,FRA,69658,2007
149,2007-07-08,12402507,FRA,61929,2007
150,2007-06-08,12501705,FRA,44810,2007
151,2007-05-08,9870351,FRA,44300,2007
152,2007-04-08,9830270,FRA,28263,2007
153,2007-03-08,11915671,FRA,11148,2007
154,2007-02-08,6046534,FRA,3691,2007
155,2007-01-08,6112550,FRA,3754,2007
156,2006-12-08,3264417,FRA,5031,2006
157,2006-11-08,4725528,FRA,3283,2006
158,2006-10-08,4910075,FRA,19251,2006
159,2006-09-08,4586379,FRA,37598,2006
160,2006-08-08,4547808,FRA,61088,2006
161,2006-07-08,6160983,FRA,56727,2006
162,2006-06-08,25283349,FRA,40859,2006
163,2006-05-08,29164572,FRA,38769,2006
164,2006-04-08,25423523,FRA,37343,2006
165,2006-03-08,6153569,FRA,5960,2006
166,2006-02-08,3720527,FRA,1870,2006
167,2006-01-08,3639227,FRA,3139,2006
168,2005-12-08,6500733,FRA,3974,2005
169,2005-11-08,4832905,FRA,8155,2005
170,2005-10-08,12827827,FRA,31317,2005
171,2005-09-08,4953236,FRA,51223,2005
172,2005-08-08,22475494,FRA,60367,2005
173,2005-07-08,6458453,FRA,127874,2005
174,2005-06-08,143913319,FRA,41548,2005
175,2005-05-08,34803435,FRA,38240,2005
176,2005-04-08,4768458,FRA,40556,2005
177,2005-03-08,7480924,FRA,9634,2005
178,2005-02-08,4274270,FRA,5258,2005
179,2005-01-08,3307431,FRA,4200,2005
