,Time,Imports,Country,Tourists,Year
125,2009-07-08,3602450.927734375,DEN,6824,2009
126,2009-06-08,2140053.955078125,DEN,5428,2009
127,2009-05-08,2654603.02734375,DEN,5200,2009
128,2009-04-08,2636207.03125,DEN,16549,2009
129,2009-03-08,3575320.068359375,DEN,37157,2009
130,2009-02-08,5239684.08203125,DEN,34075,2009
131,2009-01-08,4726422.8515625,DEN,37740,2009
132,2008-12-08,2627127.9296875,DEN,35589,2008
133,2008-11-08,2858538.0859375,DEN,37675,2008
134,2008-10-08,4749770.99609375,DEN,28836,2008
135,2008-09-08,5898213.8671875,DEN,5612,2008
136,2008-08-08,2263229.98046875,DEN,5273,2008
137,2008-07-08,3282233.88671875,DEN,6345,2008
138,2008-06-08,3377214.111328125,DEN,5186,2008
139,2008-05-08,2152907.958984375,DEN,5543,2008
140,2008-04-08,3619050.048828125,DEN,16076,2008
141,2008-03-08,3788721.923828125,DEN,43404,2008
142,2008-02-08,3541656.982421875,DEN,42849,2008
143,2008-01-08,4075145.01953125,DEN,41731,2008
144,2007-12-08,6826566.89453125,DEN,43001,2007
145,2007-11-08,3576063.96484375,DEN,38016,2007
146,2007-10-08,4744916.015625,DEN,27092,2007
147,2007-09-08,3179196.044921875,DEN,5520,2007
148,2007-08-08,4822958.984375,DEN,6492,2007
149,2007-07-08,3828375.9765625,DEN,7569,2007
150,2007-06-08,3599211.9140625,DEN,5098,2007
151,2007-05-08,4694301.7578125,DEN,5649,2007
152,2007-04-08,4143383.7890625,DEN,17878,2007
153,2007-03-08,7346759.765625,DEN,42479,2007
154,2007-02-08,6891596.19140625,DEN,38306,2007
155,2007-01-08,2730900.87890625,DEN,40182,2007
156,2006-12-08,4409850.09765625,DEN,39082,2006
157,2006-11-08,5297546.875,DEN,33846,2006
158,2006-10-08,4424182.12890625,DEN,22878,2006
159,2006-09-08,4146290.0390625,DEN,5660,2006
160,2006-08-08,2387742.919921875,DEN,6000,2006
161,2006-07-08,2744099.12109375,DEN,6069,2006
162,2006-06-08,3184090.087890625,DEN,5853,2006
163,2006-05-08,3920303.955078125,DEN,5975,2006
164,2006-04-08,2378177.978515625,DEN,23083,2006
165,2006-03-08,3967224.12109375,DEN,41616,2006
166,2006-02-08,2968718.994140625,DEN,41292,2006
167,2006-01-08,3435238.037109375,DEN,40079,2006
168,2005-12-08,4058621.09375,DEN,36009,2005
169,2005-11-08,5871442.87109375,DEN,33325,2005
170,2005-10-08,4376687.98828125,DEN,20853,2005
171,2005-09-08,4839507.8125,DEN,5139,2005
172,2005-08-08,2579833.0078125,DEN,5422,2005
173,2005-07-08,2626385.009765625,DEN,6155,2005
174,2005-06-08,5356799.8046875,DEN,5480,2005
175,2005-05-08,2525101.07421875,DEN,4835,2005
176,2005-04-08,4098992.1875,DEN,17208,2005
177,2005-03-08,3883224.12109375,DEN,36455,2005
178,2005-02-08,3042767.08984375,DEN,35629,2005
179,2005-01-08,2642433.10546875,DEN,39963,2005
180,2004-12-08,3161376.953125,DEN,35007,2004
181,2004-11-08,3953593.017578125,DEN,33155,2004
182,2004-10-08,4329459.9609375,DEN,23406,2004
183,2004-09-08,3695197.998046875,DEN,5667,2004
184,2004-08-08,8675560.546875,DEN,5307,2004
185,2004-07-08,3583402.099609375,DEN,5201,2004
186,2004-06-08,7147667.96875,DEN,5876,2004
187,2004-05-08,1948162.9638671875,DEN,4998,2004
188,2004-04-08,7855550.78125,DEN,16529,2004
189,2004-03-08,9085943.359375,DEN,30240,2004
190,2004-02-08,4757012.20703125,DEN,30597,2004
191,2004-01-08,2467899.90234375,DEN,32388,2004
192,2003-12-08,3928279.052734375,DEN,27605,2003
193,2003-11-08,3686875.9765625,DEN,27084,2003
194,2003-10-08,4846165.0390625,DEN,20117,2003
195,2003-09-08,6510678.22265625,DEN,6130,2003
196,2003-08-08,10209681.640625,DEN,4947,2003
197,2003-07-08,6591565.91796875,DEN,5462,2003
198,2003-06-08,3713312.98828125,DEN,4743,2003
199,2003-05-08,12563606.4453125,DEN,5107,2003
200,2003-04-08,11058973.6328125,DEN,15338,2003
201,2003-03-08,3557513.916015625,DEN,30974,2003
202,2003-02-08,3007126.953125,DEN,28975,2003
203,2003-01-08,2570455.078125,DEN,32338,2003
204,2002-12-08,3863946.044921875,DEN,30968,2002
205,2002-11-08,2590185.05859375,DEN,33127,2002
206,2002-10-08,4334768.06640625,DEN,22207,2002
207,2002-09-08,3068603.02734375,DEN,6048,2002
208,2002-08-08,4128535.15625,DEN,6867,2002
209,2002-07-08,3209248.046875,DEN,9147,2002
210,2002-06-08,6325075.1953125,DEN,6973,2002
211,2002-05-08,5434112.79296875,DEN,7695,2002
212,2002-04-08,6086990.234375,DEN,12256,2002
213,2002-03-08,2829246.09375,DEN,32570,2002
214,2002-02-08,5669595.21484375,DEN,28873,2002
215,2002-01-08,5411958.0078125,DEN,30490,2002
216,2001-12-08,3121677.978515625,DEN,31234,2001
217,2001-11-08,6529179.19921875,DEN,29333,2001
218,2001-10-08,3032431.884765625,DEN,22172,2001
219,2001-09-08,3066360.107421875,DEN,8103,2001
220,2001-08-08,2210947.021484375,DEN,9231,2001
221,2001-07-08,2837545.8984375,DEN,10266,2001
222,2001-06-08,2210675.048828125,DEN,8404,2001
223,2001-05-08,3622687.01171875,DEN,9209,2001
224,2001-04-08,3861074.951171875,DEN,19573,2001
225,2001-03-08,4232856.93359375,DEN,37072,2001
226,2001-02-08,3077649.90234375,DEN,33781,2001
227,2001-01-08,3490181.884765625,DEN,35220,2001
228,2000-12-08,3338030.029296875,DEN,35024,2000
229,2000-11-08,3997979.00390625,DEN,31918,2000
230,2000-10-08,7989426.7578125,DEN,21694,2000
231,2000-09-08,2621260.009765625,DEN,7550,2000
232,2000-08-08,2176773.92578125,DEN,8610,2000
233,2000-07-08,3034297.119140625,DEN,7719,2000
234,2000-06-08,4216839.84375,DEN,7526,2000
235,2000-05-08,3160726.07421875,DEN,8718,2000
236,2000-04-08,2636031.982421875,DEN,21934,2000
237,2000-03-08,3576811.03515625,DEN,32809,2000
238,2000-02-08,2452499.0234375,DEN,31644,2000
239,2000-01-08,2327887.939453125,DEN,36373,2000
