,Time,Imports,Country,Tourists,Year
90,2012-06-08,1172595.947265625,PLN,15246,2012
91,2012-05-08,932161.9873046875,PLN,15466,2012
92,2012-04-08,1238687.98828125,PLN,9954,2012
93,2012-03-08,1817459.9609375,PLN,9492,2012
94,2012-02-08,1218015.9912109375,PLN,9883,2012
95,2012-01-08,1474152.9541015625,PLN,11417,2012
96,2011-12-08,1405281.005859375,PLN,9855,2011
97,2011-11-08,1392126.953125,PLN,9413,2011
98,2011-10-08,1016205.9936523438,PLN,12706,2011
99,2011-09-08,1453714.9658203125,PLN,15527,2011
100,2011-08-08,891486.0229492188,PLN,17126,2011
101,2011-07-08,1804074.951171875,PLN,17697,2011
102,2011-06-08,1150880.0048828125,PLN,15036,2011
103,2011-05-08,882424.0112304688,PLN,9568,2011
104,2011-04-08,1150349.9755859375,PLN,10926,2011
105,2011-03-08,1539911.9873046875,PLN,11212,2011
106,2011-02-08,767556.0302734375,PLN,10928,2011
107,2011-01-08,776104.98046875,PLN,7386,2011
108,2010-12-08,1882806.0302734375,PLN,6160,2010
109,2010-11-08,1103746.9482421875,PLN,7082,2010
110,2010-10-08,1601581.0546875,PLN,7469,2010
111,2010-09-08,1439114.013671875,PLN,8480,2010
112,2010-08-08,1408563.96484375,PLN,8338,2010
113,2010-07-08,2249211.9140625,PLN,8761,2010
114,2010-06-08,1635215.9423828125,PLN,7837,2010
115,2010-05-08,1019015.9912109375,PLN,5574,2010
116,2010-04-08,1552265.0146484375,PLN,4121,2010
117,2010-03-08,1481623.046875,PLN,5550,2010
118,2010-02-08,1715472.0458984375,PLN,5361,2010
119,2010-01-08,1458062.01171875,PLN,5993,2010
120,2009-12-08,1407186.03515625,PLN,5338,2009
121,2009-11-08,1773116.943359375,PLN,5036,2009
122,2009-10-08,2134354.00390625,PLN,5128,2009
123,2009-09-08,1682922.9736328125,PLN,6342,2009
124,2009-08-08,1901696.044921875,PLN,5810,2009
125,2009-07-08,1781536.9873046875,PLN,6488,2009
126,2009-06-08,1001507.9956054688,PLN,6791,2009
127,2009-05-08,951370.9716796875,PLN,4519,2009
128,2009-04-08,2125100.09765625,PLN,5442,2009
129,2009-03-08,1360328.9794921875,PLN,6038,2009
130,2009-02-08,1034098.0224609375,PLN,5354,2009
131,2009-01-08,1182098.0224609375,PLN,5954,2009
132,2008-12-08,1802938.96484375,PLN,5063,2008
133,2008-11-08,2020008.056640625,PLN,4558,2008
134,2008-10-08,1956880.9814453125,PLN,5747,2008
135,2008-09-08,3475382.080078125,PLN,7154,2008
136,2008-08-08,1636714.9658203125,PLN,7483,2008
137,2008-07-08,852094.970703125,PLN,9324,2008
138,2008-06-08,1035665.0390625,PLN,6162,2008
139,2008-05-08,1863095.947265625,PLN,4573,2008
140,2008-04-08,1449124.0234375,PLN,5116,2008
141,2008-03-08,1413411.9873046875,PLN,4145,2008
142,2008-02-08,1206887.939453125,PLN,3859,2008
143,2008-01-08,1800285.0341796875,PLN,4676,2008
144,2007-12-08,1952457.03125,PLN,3226,2007
145,2007-11-08,2561799.072265625,PLN,3928,2007
146,2007-10-08,3132062.01171875,PLN,3671,2007
147,2007-09-08,2227808.10546875,PLN,4462,2007
148,2007-08-08,1418999.0234375,PLN,4842,2007
149,2007-07-08,2444754.8828125,PLN,4713,2007
150,2007-06-08,2305906.005859375,PLN,3638,2007
151,2007-05-08,1807668.9453125,PLN,3245,2007
152,2007-04-08,2636895.99609375,PLN,2298,2007
153,2007-03-08,1343052.978515625,PLN,2299,2007
154,2007-02-08,2019379.0283203125,PLN,2092,2007
155,2007-01-08,2919042.96875,PLN,2285,2007
156,2006-12-08,2453586.9140625,PLN,1534,2006
157,2006-11-08,2666606.93359375,PLN,1792,2006
158,2006-10-08,1596954.9560546875,PLN,1275,2006
159,2006-09-08,1432109.0087890625,PLN,1873,2006
160,2006-08-08,1849857.0556640625,PLN,2459,2006
161,2006-07-08,3323305.908203125,PLN,2696,2006
162,2006-06-08,5209562.01171875,PLN,2069,2006
163,2006-05-08,3325527.099609375,PLN,1088,2006
164,2006-04-08,5798979.98046875,PLN,1620,2006
165,2006-03-08,4406131.8359375,PLN,1966,2006
166,2006-02-08,5237562.98828125,PLN,2308,2006
167,2006-01-08,2563170.8984375,PLN,2298,2006
168,2005-12-08,2314312.01171875,PLN,1339,2005
169,2005-11-08,2617497.0703125,PLN,2206,2005
170,2005-10-08,2009859.0087890625,PLN,1326,2005
171,2005-09-08,1970672.9736328125,PLN,1784,2005
172,2005-08-08,2169222.900390625,PLN,1822,2005
173,2005-07-08,1460110.9619140625,PLN,1770,2005
174,2005-06-08,1942193.9697265625,PLN,1573,2005
175,2005-05-08,1423909.0576171875,PLN,1263,2005
176,2005-04-08,2738429.931640625,PLN,1600,2005
177,2005-03-08,3136631.103515625,PLN,1124,2005
178,2005-02-08,2056569.091796875,PLN,1320,2005
179,2005-01-08,2836544.921875,PLN,1572,2005
180,2004-12-08,4090574.951171875,PLN,1058,2004
181,2004-11-08,1794139.0380859375,PLN,1812,2004
182,2004-10-08,1511563.96484375,PLN,2505,2004
183,2004-09-08,1828385.009765625,PLN,1981,2004
184,2004-08-08,1833634.033203125,PLN,2077,2004
185,2004-07-08,2368611.083984375,PLN,2072,2004
186,2004-06-08,1008552.001953125,PLN,1320,2004
187,2004-05-08,1836411.0107421875,PLN,1265,2004
188,2004-04-08,886880.9814453125,PLN,1044,2004
189,2004-03-08,1764463.9892578125,PLN,1016,2004
190,2004-02-08,577466.9799804688,PLN,1298,2004
191,2004-01-08,2634233.88671875,PLN,1348,2004
192,2003-12-08,1043769.04296875,PLN,1306,2003
193,2003-11-08,1192972.0458984375,PLN,1552,2003
194,2003-10-08,518773.01025390625,PLN,719,2003
195,2003-09-08,726145.99609375,PLN,1076,2003
196,2003-08-08,703203.9794921875,PLN,1195,2003
197,2003-07-08,428505.0048828125,PLN,1485,2003
198,2003-06-08,838372.9858398438,PLN,1060,2003
199,2003-05-08,619692.9931640625,PLN,1202,2003
200,2003-04-08,652364.013671875,PLN,1407,2003
201,2003-03-08,552002.0141601562,PLN,1603,2003
202,2003-02-08,597489.013671875,PLN,2254,2003
203,2003-01-08,1066327.0263671875,PLN,2348,2003
204,2002-12-08,522562.98828125,PLN,1662,2002
205,2002-11-08,796911.0107421875,PLN,1262,2002
206,2002-10-08,567208.0078125,PLN,1273,2002
207,2002-09-08,620757.0190429688,PLN,1468,2002
208,2002-08-08,918706.9702148438,PLN,1295,2002
209,2002-07-08,467848.9990234375,PLN,1929,2002
210,2002-06-08,360403.99169921875,PLN,1857,2002
211,2002-05-08,420356.99462890625,PLN,1852,2002
212,2002-04-08,545543.0297851562,PLN,2237,2002
213,2002-03-08,436368.0114746094,PLN,2452,2002
214,2002-02-08,301144.0124511719,PLN,2092,2002
215,2002-01-08,465558.0139160156,PLN,2099,2002
216,2001-12-08,452570.00732421875,PLN,1708,2001
217,2001-11-08,744627.0141601562,PLN,1643,2001
218,2001-10-08,967351.9897460938,PLN,1881,2001
219,2001-09-08,2082152.099609375,PLN,2041,2001
220,2001-08-08,1244685.05859375,PLN,2640,2001
221,2001-07-08,303895.99609375,PLN,2303,2001
222,2001-06-08,348834.0148925781,PLN,2373,2001
223,2001-05-08,236444.00024414062,PLN,1967,2001
224,2001-04-08,455988.0065917969,PLN,1842,2001
225,2001-03-08,333528.99169921875,PLN,2261,2001
226,2001-02-08,262889.0075683594,PLN,2092,2001
227,2001-01-08,263763.00048828125,PLN,2250,2001
228,2000-12-08,363903.99169921875,PLN,2284,2000
229,2000-11-08,407355.9875488281,PLN,1849,2000
230,2000-10-08,444372.00927734375,PLN,1978,2000
231,2000-09-08,462335.99853515625,PLN,1912,2000
232,2000-08-08,353407.9895019531,PLN,2027,2000
233,2000-07-08,264277.0080566406,PLN,2351,2000
234,2000-06-08,225317.9931640625,PLN,2260,2000
235,2000-05-08,214748.99291992188,PLN,1866,2000
236,2000-04-08,201830.0018310547,PLN,2151,2000
237,2000-03-08,1031405.029296875,PLN,2550,2000
238,2000-02-08,226559.0057373047,PLN,1903,2000
239,2000-01-08,270835.99853515625,PLN,2267,2000
0,2019-12-08,1425155.029296875,SWI,29441,2019
1,2019-11-08,2215730.95703125,SWI,30874,2019
2,2019-10-08,1958735.9619140625,SWI,28657,2019
3,2019-09-08,1301140.0146484375,SWI,25027,2019
4,2019-08-08,844460.0219726562,SWI,20371,2019
5,2019-07-08,2303434.08203125,SWI,20203,2019
6,2019-06-08,1190296.9970703125,SWI,22839,2019
7,2019-05-08,3282970.947265625,SWI,23023,2019
8,2019-04-08,1957969.970703125,SWI,27856,2019
9,2019-03-08,3586245.1171875,SWI,30533,2019
10,2019-02-08,1116634.033203125,SWI,28478,2019
11,2019-01-08,1330552.001953125,SWI,25781,2019
12,2018-12-08,1474397.94921875,SWI,29712,2018
13,2018-11-08,2333083.984375,SWI,30247,2018
14,2018-10-08,2171149.90234375,SWI,35569,2018
15,2018-09-08,1785504.0283203125,SWI,29248,2018
16,2018-08-08,1136005.0048828125,SWI,24513,2018
17,2018-07-08,3080434.08203125,SWI,27721,2018
18,2018-06-08,1489875.0,SWI,24067,2018
19,2018-05-08,3993820.068359375,SWI,26993,2018
20,2018-04-08,3449488.037109375,SWI,30211,2018
21,2018-03-08,1861099.9755859375,SWI,29809,2018
22,2018-02-08,1822661.0107421875,SWI,26781,2018
23,2018-01-08,3689568.115234375,SWI,24579,2018
24,2017-12-08,2824658.935546875,SWI,28943,2017
25,2017-11-08,2532718.017578125,SWI,29421,2017
26,2017-10-08,3498270.01953125,SWI,34655,2017
27,2017-09-08,1985714.9658203125,SWI,29573,2017
28,2017-08-08,1107910.0341796875,SWI,24189,2017
29,2017-07-08,3770258.056640625,SWI,26724,2017
30,2017-06-08,1787107.0556640625,SWI,21880,2017
31,2017-05-08,1692748.046875,SWI,24397,2017
32,2017-04-08,2037831.0546875,SWI,34218,2017
33,2017-03-08,2684729.00390625,SWI,28116,2017
34,2017-02-08,2482399.90234375,SWI,28390,2017
35,2017-01-08,1712181.0302734375,SWI,23273,2017
36,2016-12-08,2557520.99609375,SWI,27822,2016
37,2016-11-08,2804879.8828125,SWI,29834,2016
38,2016-10-08,2443370.1171875,SWI,37526,2016
39,2016-09-08,2574920.8984375,SWI,25977,2016
40,2016-08-08,1943542.96875,SWI,24331,2016
41,2016-07-08,2324029.052734375,SWI,26786,2016
42,2016-06-08,2530414.0625,SWI,18619,2016
43,2016-05-08,2822205.078125,SWI,24837,2016
44,2016-04-08,1777168.9453125,SWI,30158,2016
45,2016-03-08,2366809.08203125,SWI,26613,2016
46,2016-02-08,1967285.0341796875,SWI,24144,2016
47,2016-01-08,1264317.0166015625,SWI,21578,2016
48,2015-12-08,2801733.88671875,SWI,23514,2015
49,2015-11-08,3094680.908203125,SWI,26948,2015
50,2015-10-08,2128552.001953125,SWI,29300,2015
51,2015-09-08,2190999.0234375,SWI,25273,2015
52,2015-08-08,1431866.943359375,SWI,21790,2015
53,2015-07-08,2578910.888671875,SWI,21666,2015
54,2015-06-08,2485808.10546875,SWI,18066,2015
55,2015-05-08,2503493.896484375,SWI,23648,2015
56,2015-04-08,2770852.05078125,SWI,25734,2015
57,2015-03-08,1822287.9638671875,SWI,24613,2015
58,2015-02-08,2197662.109375,SWI,22821,2015
59,2015-01-08,1443618.0419921875,SWI,20316,2015
60,2014-12-08,3060177.978515625,SWI,21582,2014
61,2014-11-08,2789280.029296875,SWI,26251,2014
62,2014-10-08,2374856.93359375,SWI,29354,2014
63,2014-09-08,2111727.05078125,SWI,25435,2014
64,2014-08-08,2028357.0556640625,SWI,22616,2014
65,2014-07-08,2516899.90234375,SWI,21774,2014
66,2014-06-08,1867133.056640625,SWI,19078,2014
67,2014-05-08,1814993.0419921875,SWI,19811,2014
68,2014-04-08,2103361.083984375,SWI,23432,2014
69,2014-03-08,1906822.998046875,SWI,22830,2014
70,2014-02-08,1653616.943359375,SWI,19948,2014
71,2014-01-08,2531200.927734375,SWI,17072,2014
72,2013-12-08,3988042.96875,SWI,18866,2013
73,2013-11-08,2362081.0546875,SWI,21971,2013
74,2013-10-08,2791364.990234375,SWI,26887,2013
75,2013-09-08,1608084.9609375,SWI,23016,2013
76,2013-08-08,1662295.0439453125,SWI,20956,2013
77,2013-07-08,1769454.9560546875,SWI,21423,2013
78,2013-06-08,1878360.9619140625,SWI,16745,2013
79,2013-05-08,2410639.892578125,SWI,16770,2013
80,2013-04-08,2032449.951171875,SWI,19257,2013
81,2013-03-08,1467938.96484375,SWI,19758,2013
82,2013-02-08,2241887.939453125,SWI,18367,2013
83,2013-01-08,1565734.0087890625,SWI,15951,2013
84,2012-12-08,3493031.982421875,SWI,17866,2012
85,2012-11-08,2733475.09765625,SWI,18464,2012
86,2012-10-08,2988620.1171875,SWI,24018,2012
87,2012-09-08,2078185.05859375,SWI,22035,2012
88,2012-08-08,1380313.96484375,SWI,19312,2012
89,2012-07-08,2096642.08984375,SWI,20490,2012
90,2012-06-08,1967276.9775390625,SWI,17575,2012
91,2012-05-08,2061003.90625,SWI,17554,2012
92,2012-04-08,2099289.0625,SWI,19902,2012
93,2012-03-08,3237781.005859375,SWI,17743,2012
94,2012-02-08,3058295.8984375,SWI,17445,2012
95,2012-01-08,2217564.94140625,SWI,15892,2012
96,2011-12-08,2838362.060546875,SWI,15460,2011
97,2011-11-08,3303427.001953125,SWI,17473,2011
98,2011-10-08,2400259.033203125,SWI,23681,2011
99,2011-09-08,2082716.064453125,SWI,16722,2011
100,2011-08-08,1522125.0,SWI,19571,2011
101,2011-07-08,2923283.935546875,SWI,20385,2011
102,2011-06-08,1916711.0595703125,SWI,15274,2011
103,2011-05-08,2474197.021484375,SWI,15397,2011
104,2011-04-08,2122775.87890625,SWI,20157,2011
105,2011-03-08,1841050.048828125,SWI,17613,2011
106,2011-02-08,2273639.892578125,SWI,15528,2011
107,2011-01-08,1763645.01953125,SWI,14800,2011
108,2010-12-08,2734365.966796875,SWI,12040,2010
109,2010-11-08,2538843.994140625,SWI,14458,2010
110,2010-10-08,2612491.943359375,SWI,17409,2010
111,2010-09-08,2149574.951171875,SWI,13968,2010
112,2010-08-08,1608607.0556640625,SWI,14706,2010
113,2010-07-08,3313362.060546875,SWI,14529,2010
114,2010-06-08,1621173.9501953125,SWI,12109,2010
115,2010-05-08,1621599.9755859375,SWI,13649,2010
116,2010-04-08,1120787.9638671875,SWI,11806,2010
117,2010-03-08,2046656.982421875,SWI,13859,2010
118,2010-02-08,1787386.962890625,SWI,13740,2010
119,2010-01-08,769890.9912109375,SWI,13595,2010
120,2009-12-08,2530029.052734375,SWI,12338,2009
121,2009-11-08,1762362.060546875,SWI,14806,2009
122,2009-10-08,2270050.048828125,SWI,15338,2009
123,2009-09-08,1157994.9951171875,SWI,13649,2009
124,2009-08-08,1273188.96484375,SWI,14608,2009
125,2009-07-08,1749495.9716796875,SWI,13859,2009
126,2009-06-08,1036833.0078125,SWI,12458,2009
127,2009-05-08,1119233.0322265625,SWI,12702,2009
128,2009-04-08,1242407.958984375,SWI,13086,2009
129,2009-03-08,1259937.98828125,SWI,12546,2009
130,2009-02-08,2175066.89453125,SWI,12616,2009
131,2009-01-08,1069452.0263671875,SWI,12189,2009
132,2008-12-08,1729131.9580078125,SWI,11406,2008
133,2008-11-08,2774549.072265625,SWI,15282,2008
134,2008-10-08,1750494.9951171875,SWI,18933,2008
135,2008-09-08,1609296.0205078125,SWI,18093,2008
136,2008-08-08,1111988.037109375,SWI,18870,2008
137,2008-07-08,2051438.96484375,SWI,19071,2008
138,2008-06-08,1405635.009765625,SWI,14067,2008
139,2008-05-08,1416744.0185546875,SWI,15348,2008
140,2008-04-08,1178204.9560546875,SWI,17275,2008
141,2008-03-08,2136773.92578125,SWI,18040,2008
142,2008-02-08,4784567.87109375,SWI,13806,2008
143,2008-01-08,1487900.0244140625,SWI,11807,2008
144,2007-12-08,1965260.009765625,SWI,14334,2007
145,2007-11-08,2916604.00390625,SWI,16384,2007
146,2007-10-08,2046284.0576171875,SWI,15664,2007
147,2007-09-08,2050513.916015625,SWI,12854,2007
148,2007-08-08,1140932.9833984375,SWI,11372,2007
149,2007-07-08,3907576.904296875,SWI,13556,2007
150,2007-06-08,1642838.9892578125,SWI,10323,2007
151,2007-05-08,1736723.9990234375,SWI,10006,2007
152,2007-04-08,15465819.3359375,SWI,12873,2007
153,2007-03-08,2279964.111328125,SWI,12027,2007
154,2007-02-08,2091133.056640625,SWI,10572,2007
155,2007-01-08,1667805.0537109375,SWI,9962,2007
156,2006-12-08,2295833.0078125,SWI,11253,2006
157,2006-11-08,2273470.947265625,SWI,13121,2006
158,2006-10-08,2314460.9375,SWI,16212,2006
159,2006-09-08,2343211.9140625,SWI,12258,2006
160,2006-08-08,1029496.9482421875,SWI,10205,2006
161,2006-07-08,1395619.9951171875,SWI,11758,2006
162,2006-06-08,956963.9892578125,SWI,8197,2006
163,2006-05-08,975411.9873046875,SWI,9475,2006
164,2006-04-08,1106043.9453125,SWI,7590,2006
165,2006-03-08,1627592.041015625,SWI,6692,2006
166,2006-02-08,711427.978515625,SWI,5862,2006
167,2006-01-08,1183442.0166015625,SWI,6557,2006
168,2005-12-08,523481.01806640625,SWI,5794,2005
169,2005-11-08,2017322.998046875,SWI,7399,2005
170,2005-10-08,1230342.041015625,SWI,9583,2005
171,2005-09-08,850601.0131835938,SWI,5775,2005
172,2005-08-08,804822.998046875,SWI,5076,2005
173,2005-07-08,1315855.95703125,SWI,6082,2005
174,2005-06-08,1313135.009765625,SWI,3739,2005
175,2005-05-08,3093684.08203125,SWI,4773,2005
176,2005-04-08,2361095.947265625,SWI,6322,2005
177,2005-03-08,1487673.9501953125,SWI,5802,2005
178,2005-02-08,1531203.0029296875,SWI,5529,2005
179,2005-01-08,1115275.0244140625,SWI,6896,2005
180,2004-12-08,2066593.994140625,SWI,6932,2004
181,2004-11-08,1135520.99609375,SWI,8389,2004
182,2004-10-08,905533.9965820312,SWI,11093,2004
183,2004-09-08,1557238.037109375,SWI,8278,2004
184,2004-08-08,822318.9697265625,SWI,7209,2004
185,2004-07-08,1932222.0458984375,SWI,8681,2004
186,2004-06-08,1460666.9921875,SWI,5897,2004
187,2004-05-08,828848.0224609375,SWI,8103,2004
188,2004-04-08,3300446.044921875,SWI,8743,2004
189,2004-03-08,1833218.994140625,SWI,8918,2004
190,2004-02-08,1653447.998046875,SWI,8809,2004
191,2004-01-08,709077.0263671875,SWI,7732,2004
192,2003-12-08,943603.02734375,SWI,8197,2003
193,2003-11-08,1584588.0126953125,SWI,10126,2003
194,2003-10-08,1233677.978515625,SWI,11759,2003
195,2003-09-08,1666032.958984375,SWI,8866,2003
196,2003-08-08,654351.0131835938,SWI,7979,2003
197,2003-07-08,1275465.9423828125,SWI,9094,2003
198,2003-06-08,3118107.91015625,SWI,6577,2003
199,2003-05-08,1245214.9658203125,SWI,7851,2003
200,2003-04-08,1531400.0244140625,SWI,11268,2003
201,2003-03-08,1386645.01953125,SWI,12429,2003
202,2003-02-08,1125427.001953125,SWI,10061,2003
203,2003-01-08,1007421.9970703125,SWI,9052,2003
204,2002-12-08,1257927.978515625,SWI,10053,2002
205,2002-11-08,1144899.0478515625,SWI,11989,2002
206,2002-10-08,2298674.072265625,SWI,14158,2002
207,2002-09-08,562223.0224609375,SWI,11973,2002
208,2002-08-08,622890.0146484375,SWI,11235,2002
209,2002-07-08,1194671.0205078125,SWI,13066,2002
210,2002-06-08,2288764.892578125,SWI,9451,2002
211,2002-05-08,1859774.0478515625,SWI,9155,2002
212,2002-04-08,1973432.9833984375,SWI,10969,2002
213,2002-03-08,1305812.01171875,SWI,11633,2002
214,2002-02-08,1369749.0234375,SWI,10850,2002
215,2002-01-08,1554510.009765625,SWI,9046,2002
216,2001-12-08,1493598.9990234375,SWI,10829,2001
217,2001-11-08,981318.9697265625,SWI,14186,2001
218,2001-10-08,1452032.958984375,SWI,18129,2001
219,2001-09-08,1155770.99609375,SWI,14915,2001
220,2001-08-08,677703.0029296875,SWI,11992,2001
221,2001-07-08,2045623.046875,SWI,15208,2001
222,2001-06-08,974390.9912109375,SWI,11842,2001
223,2001-05-08,2767639.892578125,SWI,12049,2001
224,2001-04-08,1567733.0322265625,SWI,14954,2001
225,2001-03-08,1365229.98046875,SWI,13599,2001
226,2001-02-08,1138234.9853515625,SWI,12085,2001
227,2001-01-08,1380869.9951171875,SWI,12298,2001
228,2000-12-08,1349605.95703125,SWI,12182,2000
229,2000-11-08,1827536.0107421875,SWI,14183,2000
230,2000-10-08,2307928.955078125,SWI,21475,2000
231,2000-09-08,1279538.9404296875,SWI,15427,2000
232,2000-08-08,666770.99609375,SWI,15345,2000
233,2000-07-08,1129761.962890625,SWI,19216,2000
234,2000-06-08,2916979.00390625,SWI,12619,2000
235,2000-05-08,1329931.0302734375,SWI,14323,2000
236,2000-04-08,1734597.0458984375,SWI,18757,2000
237,2000-03-08,1569510.986328125,SWI,15290,2000
238,2000-02-08,1417999.0234375,SWI,14709,2000
239,2000-01-08,1337557.9833984375,SWI,13940,2000
0,2019-12-08,18425910.15625,DEN,49597,2019
1,2019-11-08,17178767.578125,DEN,45848,2019
2,2019-10-08,3063577.880859375,DEN,32832,2019
3,2019-09-08,8547672.8515625,DEN,10135,2019
4,2019-08-08,1613328.9794921875,DEN,10097,2019
5,2019-07-08,2435610.107421875,DEN,14719,2019
6,2019-06-08,1711526.0009765625,DEN,10311,2019
7,2019-05-08,2485368.896484375,DEN,9150,2019
8,2019-04-08,2750783.935546875,DEN,23401,2019
9,2019-03-08,8580417.96875,DEN,48495,2019
10,2019-02-08,11945656.25,DEN,45360,2019
11,2019-01-08,14475474.609375,DEN,47525,2019
12,2018-12-08,9345829.1015625,DEN,46435,2018
13,2018-11-08,2518323.974609375,DEN,40411,2018
14,2018-10-08,43593925.78125,DEN,30631,2018
15,2018-09-08,1989875.9765625,DEN,11208,2018
16,2018-08-08,1725541.015625,DEN,10735,2018
17,2018-07-08,4135830.078125,DEN,12803,2018
18,2018-06-08,9403279.296875,DEN,9941,2018
19,2018-05-08,3064627.9296875,DEN,9430,2018
20,2018-04-08,1612066.0400390625,DEN,20098,2018
21,2018-03-08,6883729.00390625,DEN,58209,2018
22,2018-02-08,9270779.296875,DEN,54412,2018
23,2018-01-08,7575189.94140625,DEN,58102,2018
24,2017-12-08,15467943.359375,DEN,56223,2017
25,2017-11-08,4141471.19140625,DEN,48604,2017
26,2017-10-08,12572190.4296875,DEN,35551,2017
27,2017-09-08,2658009.033203125,DEN,10985,2017
28,2017-08-08,1830527.9541015625,DEN,11693,2017
29,2017-07-08,2056315.91796875,DEN,13270,2017
30,2017-06-08,8604887.6953125,DEN,10226,2017
31,2017-05-08,7926813.96484375,DEN,9842,2017
32,2017-04-08,1598984.9853515625,DEN,27859,2017
33,2017-03-08,2064524.90234375,DEN,51409,2017
34,2017-02-08,2886021.97265625,DEN,51204,2017
35,2017-01-08,1870922.9736328125,DEN,57285,2017
36,2016-12-08,7417821.77734375,DEN,51954,2016
37,2016-11-08,2885604.98046875,DEN,45947,2016
38,2016-10-08,4294014.16015625,DEN,33246,2016
39,2016-09-08,6487816.89453125,DEN,8971,2016
40,2016-08-08,1508477.05078125,DEN,10407,2016
41,2016-07-08,1203104.00390625,DEN,13318,2016
42,2016-06-08,13654190.4296875,DEN,9851,2016
43,2016-05-08,1351734.0087890625,DEN,8326,2016
44,2016-04-08,6852206.0546875,DEN,21209,2016
45,2016-03-08,7168634.765625,DEN,48677,2016
46,2016-02-08,1982953.0029296875,DEN,47900,2016
47,2016-01-08,8052970.21484375,DEN,52339,2016
48,2015-12-08,2564739.013671875,DEN,43996,2015
49,2015-11-08,8064818.84765625,DEN,41138,2015
50,2015-10-08,2458490.966796875,DEN,33292,2015
51,2015-09-08,3207822.998046875,DEN,9478,2015
52,2015-08-08,1530290.0390625,DEN,8987,2015
53,2015-07-08,9215184.5703125,DEN,13185,2015
54,2015-06-08,15654417.96875,DEN,9210,2015
55,2015-05-08,1929508.056640625,DEN,7336,2015
56,2015-04-08,2442971.923828125,DEN,20086,2015
57,2015-03-08,13179901.3671875,DEN,46833,2015
58,2015-02-08,2266413.0859375,DEN,44691,2015
59,2015-01-08,2093134.033203125,DEN,47985,2015
60,2014-12-08,2597960.9375,DEN,41643,2014
61,2014-11-08,9210696.2890625,DEN,40758,2014
62,2014-10-08,3048413.0859375,DEN,30070,2014
63,2014-09-08,10262954.1015625,DEN,8941,2014
64,2014-08-08,1958073.974609375,DEN,9657,2014
65,2014-07-08,17258816.40625,DEN,15005,2014
66,2014-06-08,1682102.05078125,DEN,8484,2014
67,2014-05-08,3170758.056640625,DEN,7566,2014
68,2014-04-08,1861078.0029296875,DEN,24835,2014
69,2014-03-08,5362332.03125,DEN,49498,2014
70,2014-02-08,2550565.91796875,DEN,44759,2014
71,2014-01-08,2770705.078125,DEN,47771,2014
72,2013-12-08,2774468.017578125,DEN,46188,2013
73,2013-11-08,2287093.994140625,DEN,45187,2013
74,2013-10-08,3781485.107421875,DEN,33084,2013
75,2013-09-08,2878370.1171875,DEN,9694,2013
76,2013-08-08,1510489.990234375,DEN,11370,2013
77,2013-07-08,2745212.890625,DEN,16364,2013
78,2013-06-08,1837577.0263671875,DEN,9755,2013
79,2013-05-08,1670312.01171875,DEN,8918,2013
80,2013-04-08,3663474.12109375,DEN,17891,2013
81,2013-03-08,3723148.92578125,DEN,48561,2013
82,2013-02-08,2419649.90234375,DEN,42407,2013
83,2013-01-08,2434142.08984375,DEN,42568,2013
84,2012-12-08,4342993.1640625,DEN,42791,2012
85,2012-11-08,3398988.037109375,DEN,37295,2012
86,2012-10-08,4057210.9375,DEN,28853,2012
87,2012-09-08,2664047.119140625,DEN,9304,2012
88,2012-08-08,1669598.0224609375,DEN,11968,2012
89,2012-07-08,1920505.0048828125,DEN,14673,2012
90,2012-06-08,1887524.0478515625,DEN,10224,2012
91,2012-05-08,2426350.09765625,DEN,8188,2012
92,2012-04-08,2441808.10546875,DEN,19246,2012
93,2012-03-08,3135306.884765625,DEN,47189,2012
94,2012-02-08,2895445.068359375,DEN,44993,2012
95,2012-01-08,1912156.005859375,DEN,47232,2012
96,2011-12-08,2014048.9501953125,DEN,41119,2011
97,2011-11-08,3199288.0859375,DEN,37090,2011
98,2011-10-08,2887840.087890625,DEN,28841,2011
99,2011-09-08,3050645.01953125,DEN,8972,2011
100,2011-08-08,2063708.984375,DEN,10652,2011
101,2011-07-08,1853483.0322265625,DEN,12459,2011
102,2011-06-08,2171583.984375,DEN,8344,2011
103,2011-05-08,2438410.888671875,DEN,6859,2011
104,2011-04-08,2777737.060546875,DEN,33566,2011
105,2011-03-08,3488212.890625,DEN,48058,2011
106,2011-02-08,2054927.001953125,DEN,44215,2011
107,2011-01-08,2125750.9765625,DEN,41140,2011
108,2010-12-08,15947230.46875,DEN,33217,2010
109,2010-11-08,2877054.931640625,DEN,33367,2010
110,2010-10-08,3157123.046875,DEN,22007,2010
111,2010-09-08,2093422.119140625,DEN,6496,2010
112,2010-08-08,1755464.9658203125,DEN,6331,2010
113,2010-07-08,2255554.931640625,DEN,7163,2010
114,2010-06-08,2203907.958984375,DEN,7018,2010
115,2010-05-08,2151545.8984375,DEN,6128,2010
116,2010-04-08,2671394.04296875,DEN,14058,2010
117,2010-03-08,2710298.095703125,DEN,40281,2010
118,2010-02-08,3667656.005859375,DEN,38620,2010
119,2010-01-08,2495383.056640625,DEN,42546,2010
120,2009-12-08,2606095.947265625,DEN,33269,2009
121,2009-11-08,3406358.88671875,DEN,32815,2009
122,2009-10-08,13766254.8828125,DEN,28554,2009
123,2009-09-08,2755501.953125,DEN,7973,2009
124,2009-08-08,2308593.994140625,DEN,5637,2009
